0000011110 // 10'd30
0110011000 // 10'd408
0010010101 // 10'd149
0100100000 // 10'd288
0110011100 // 10'd412
0000010010 // 10'd18
0000000010 // 10'd2
0010100101 // 10'd165
0000011011 // 10'd27
0000000000 // 10'd0
0000001011 // 10'd11
0011001010 // 10'd202
0101000100 // 10'd324
0010000101 // 10'd133
0010111110 // 10'd190
0101111010 // 10'd378
0000101111 // 10'd47
0001100100 // 10'd100
0111011110 // 10'd478
0000111000 // 10'd56
0011111100 // 10'd252
1000110010 // 10'd562
0010011110 // 10'd158
0110011110 // 10'd414
0100110110 // 10'd310
0011110100 // 10'd244
0100010100 // 10'd276
0011110110 // 10'd246
0000110000 // 10'd48
0000010110 // 10'd22
0001101000 // 10'd104
0000111010 // 10'd58
0010100001 // 10'd161
0011000010 // 10'd194
0101100100 // 10'd356
0000001110 // 10'd14
1000100110 // 10'd550
0011010010 // 10'd210
1011001111 // 10'd719
0101011001 // 10'd345
0010011010 // 10'd154
0000101001 // 10'd41
0000001010 // 10'd10
0001001100 // 10'd76
0001000110 // 10'd70
0100101101 // 10'd301
0011100100 // 10'd228
0111110010 // 10'd498
0110101101 // 10'd429
0001101000 // 10'd104
0111011001 // 10'd473
0011011000 // 10'd216
1001011000 // 10'd600
0000110110 // 10'd54
1000100110 // 10'd550
0000001100 // 10'd12
0110100010 // 10'd418
0100001110 // 10'd270
0010111010 // 10'd186
1011011000 // 10'd728
0010001001 // 10'd137
0101010001 // 10'd337
0101010010 // 10'd338
0101011110 // 10'd350
0101011010 // 10'd346
0110000010 // 10'd386
0010100001 // 10'd161
0010010010 // 10'd146
1010001010 // 10'd650
0000010000 // 10'd16
0110010011 // 10'd403
0110100010 // 10'd418
0110110110 // 10'd438
0001111111 // 10'd127
0010101100 // 10'd172
1101000000 // 10'd832
0010100111 // 10'd167
0001010110 // 10'd86
0000000000 // 10'd0
0111111110 // 10'd510
1101100100 // 10'd868
0110110000 // 10'd432
0000110010 // 10'd50
0111111010 // 10'd506
0010011011 // 10'd155
0011100100 // 10'd228
0110100100 // 10'd420
0100010000 // 10'd272
0001101100 // 10'd108
1000011000 // 10'd536
0001010100 // 10'd84
0111101000 // 10'd488
0100010110 // 10'd278
0000100000 // 10'd32
0101101100 // 10'd364
0110101011 // 10'd427
0000111111 // 10'd63
0101110010 // 10'd370
0101010000 // 10'd336
0100001110 // 10'd270
1000011011 // 10'd539
0011100111 // 10'd231
0000100000 // 10'd32
0001000010 // 10'd66
0010100101 // 10'd165
0010000000 // 10'd128
0000001110 // 10'd14
0010111000 // 10'd184
1000100010 // 10'd546
0100010010 // 10'd274
0001111100 // 10'd124
0111010000 // 10'd464
0101101111 // 10'd367
0100100000 // 10'd288
0011110100 // 10'd244
0000101000 // 10'd40
0000111110 // 10'd62
0001010100 // 10'd84
0010011110 // 10'd158
0010100101 // 10'd165
0100100000 // 10'd288
1001110110 // 10'd630
0000110101 // 10'd53
0111100000 // 10'd480
0001000000 // 10'd64
1000010000 // 10'd528
0101001010 // 10'd330
0010010111 // 10'd151
0111001001 // 10'd457
0001001000 // 10'd72
0111100111 // 10'd487
0011000100 // 10'd196
1011010000 // 10'd720
1001100110 // 10'd614
0001111100 // 10'd124
0001001001 // 10'd73
0100101011 // 10'd299
0011010000 // 10'd208
0101110110 // 10'd374
0000111010 // 10'd58
1001100000 // 10'd608
0111100000 // 10'd480
0001101110 // 10'd110
0011101010 // 10'd234
1000000010 // 10'd514
0010011010 // 10'd154
0100000110 // 10'd262
0011011000 // 10'd216
0110100100 // 10'd420
0010001000 // 10'd136
0101011100 // 10'd348
0001010100 // 10'd84
0011010010 // 10'd210
0100100011 // 10'd291
0001001000 // 10'd72
0100010100 // 10'd276
0100101100 // 10'd300
0000101110 // 10'd46
0111010000 // 10'd464
1101010011 // 10'd851
0000111100 // 10'd60
0010110000 // 10'd176
1010101000 // 10'd680
0110011000 // 10'd408
0011001110 // 10'd206
0101100100 // 10'd356
0110001000 // 10'd392
0100100000 // 10'd288
