11110 // 5'd30
11100 // 5'd28
01101 // 5'd13
00100 // 5'd4
11101 // 5'd29
00110 // 5'd6
00010 // 5'd2
01111 // 5'd15
01000 // 5'd8
01110 // 5'd14
01001 // 5'd9
11010 // 5'd26
10110 // 5'd22
10010 // 5'd18
01001 // 5'd9
10101 // 5'd21
00011 // 5'd3
01001 // 5'd9
01110 // 5'd14
01001 // 5'd9
10110 // 5'd22
11110 // 5'd30
11000 // 5'd24
10100 // 5'd20
11000 // 5'd24
10011 // 5'd19
11000 // 5'd24
01101 // 5'd13
10011 // 5'd19
01000 // 5'd8
01011 // 5'd11
00101 // 5'd5
01101 // 5'd13
11010 // 5'd26
10111 // 5'd23
00100 // 5'd4
11010 // 5'd26
10101 // 5'd21
11110 // 5'd30
11010 // 5'd26
10100 // 5'd20
01011 // 5'd11
01001 // 5'd9
01110 // 5'd14
11100 // 5'd28
10110 // 5'd22
01011 // 5'd11
01010 // 5'd10
11101 // 5'd29
11100 // 5'd28
11111 // 5'd31
00101 // 5'd5
11111 // 5'd31
10110 // 5'd22
11101 // 5'd29
00101 // 5'd5
11100 // 5'd28
00001 // 5'd1
01011 // 5'd11
11111 // 5'd31
11011 // 5'd27
11001 // 5'd25
11100 // 5'd28
11001 // 5'd25
11010 // 5'd26
01010 // 5'd10
11000 // 5'd24
01011 // 5'd11
11101 // 5'd29
00001 // 5'd1
10110 // 5'd22
11010 // 5'd26
00100 // 5'd4
10100 // 5'd20
11001 // 5'd25
11100 // 5'd28
01010 // 5'd10
01001 // 5'd9
00001 // 5'd1
10000 // 5'd16
11111 // 5'd31
10111 // 5'd23
01010 // 5'd10
10011 // 5'd19
11001 // 5'd25
00100 // 5'd4
11011 // 5'd27
10110 // 5'd22
01000 // 5'd8
10001 // 5'd17
01101 // 5'd13
10000 // 5'd16
11001 // 5'd25
01100 // 5'd12
11101 // 5'd29
00111 // 5'd7
01100 // 5'd12
10101 // 5'd21
11000 // 5'd24
10001 // 5'd17
11111 // 5'd31
10110 // 5'd22
00011 // 5'd3
00010 // 5'd2
10000 // 5'd16
10000 // 5'd16
00110 // 5'd6
01100 // 5'd12
11100 // 5'd28
11000 // 5'd24
01101 // 5'd13
11101 // 5'd29
00011 // 5'd3
11110 // 5'd30
00100 // 5'd4
01001 // 5'd9
00011 // 5'd3
01101 // 5'd13
01010 // 5'd10
10110 // 5'd22
01000 // 5'd8
11110 // 5'd30
01010 // 5'd10
00101 // 5'd5
01110 // 5'd14
11111 // 5'd31
01110 // 5'd14
01010 // 5'd10
11110 // 5'd30
00111 // 5'd7
01101 // 5'd13
00111 // 5'd7
11111 // 5'd31
11101 // 5'd29
10010 // 5'd18
10011 // 5'd19
00011 // 5'd3
10010 // 5'd18
11100 // 5'd28
01111 // 5'd15
10101 // 5'd21
11111 // 5'd31
10110 // 5'd22
01110 // 5'd14
10101 // 5'd21
10011 // 5'd19
11000 // 5'd24
10100 // 5'd20
10000 // 5'd16
11110 // 5'd30
10011 // 5'd19
10100 // 5'd20
10110 // 5'd22
11011 // 5'd27
01100 // 5'd12
10111 // 5'd23
01110 // 5'd14
10110 // 5'd22
11111 // 5'd31
11111 // 5'd31
01011 // 5'd11
11111 // 5'd31
11001 // 5'd25
11001 // 5'd25
10100 // 5'd20
11010 // 5'd26
01110 // 5'd14
11010 // 5'd26
10000 // 5'd16
10111 // 5'd23
01100 // 5'd12
11001 // 5'd25
10101 // 5'd21
11111 // 5'd31
11110 // 5'd30
10010 // 5'd18
01101 // 5'd13
00110 // 5'd6
11111 // 5'd31
10001 // 5'd17
11100 // 5'd28
10101 // 5'd21
01111 // 5'd15
00011 // 5'd3
11111 // 5'd31
00101 // 5'd5
11100 // 5'd28
10001 // 5'd17
10001 // 5'd17
01110 // 5'd14
01001 // 5'd9
10001 // 5'd17
10010 // 5'd18
01101 // 5'd13
11101 // 5'd29
10101 // 5'd21
01001 // 5'd9
01100 // 5'd12
11001 // 5'd25
10011 // 5'd19
01000 // 5'd8
10100 // 5'd20
11111 // 5'd31
00100 // 5'd4
00001 // 5'd1
11010 // 5'd26
01111 // 5'd15
11101 // 5'd29
10001 // 5'd17
10110 // 5'd22
00011 // 5'd3
10000 // 5'd16
10000 // 5'd16
11011 // 5'd27
10100 // 5'd20
01101 // 5'd13
10001 // 5'd17
11100 // 5'd28
10101 // 5'd21
11001 // 5'd25
00100 // 5'd4
11100 // 5'd28
00100 // 5'd4
10100 // 5'd20
01101 // 5'd13
10111 // 5'd23
11010 // 5'd26
10100 // 5'd20
11100 // 5'd28
10100 // 5'd20
01101 // 5'd13
10101 // 5'd21
00011 // 5'd3
10100 // 5'd20
11110 // 5'd30
01111 // 5'd15
10011 // 5'd19
00111 // 5'd7
11001 // 5'd25
00111 // 5'd7
00110 // 5'd6
10111 // 5'd23
01000 // 5'd8
00110 // 5'd6
10100 // 5'd20
01001 // 5'd9
11011 // 5'd27
01101 // 5'd13
01100 // 5'd12
11100 // 5'd28
10011 // 5'd19
01001 // 5'd9
11100 // 5'd28
11100 // 5'd28
01110 // 5'd14
01001 // 5'd9
10010 // 5'd18
00110 // 5'd6
00110 // 5'd6
01010 // 5'd10
10010 // 5'd18
11010 // 5'd26
10000 // 5'd16
00010 // 5'd2
10100 // 5'd20
01010 // 5'd10
01110 // 5'd14
00101 // 5'd5
11000 // 5'd24
00010 // 5'd2
11111 // 5'd31
00101 // 5'd5
11100 // 5'd28
01000 // 5'd8
11000 // 5'd24
11100 // 5'd28
00111 // 5'd7
10101 // 5'd21
11010 // 5'd26
11110 // 5'd30
11100 // 5'd28
11110 // 5'd30
01110 // 5'd14
00110 // 5'd6
01010 // 5'd10
10110 // 5'd22
11101 // 5'd29
11110 // 5'd30
00010 // 5'd2
00001 // 5'd1
11011 // 5'd27
00101 // 5'd5
00111 // 5'd7
11011 // 5'd27
11000 // 5'd24
01011 // 5'd11
01100 // 5'd12
10011 // 5'd19
10001 // 5'd17
01011 // 5'd11
11011 // 5'd27
11101 // 5'd29
01101 // 5'd13
10110 // 5'd22
01001 // 5'd9
00001 // 5'd1
11110 // 5'd30
10001 // 5'd17
10101 // 5'd21
11000 // 5'd24
11111 // 5'd31
10111 // 5'd23
11011 // 5'd27
11111 // 5'd31
11000 // 5'd24
01011 // 5'd11
00001 // 5'd1
10110 // 5'd22
11110 // 5'd30
10111 // 5'd23
10111 // 5'd23
00110 // 5'd6
10010 // 5'd18
01111 // 5'd15
11010 // 5'd26
11010 // 5'd26
01011 // 5'd11
01111 // 5'd15
10101 // 5'd21
10011 // 5'd19
00101 // 5'd5
00100 // 5'd4
00111 // 5'd7
01110 // 5'd14
11111 // 5'd31
10111 // 5'd23
11111 // 5'd31
10100 // 5'd20
11110 // 5'd30
01001 // 5'd9
11110 // 5'd30
11100 // 5'd28
00111 // 5'd7
10111 // 5'd23
00110 // 5'd6
01010 // 5'd10
01101 // 5'd13
01001 // 5'd9
01010 // 5'd10
10111 // 5'd23
11110 // 5'd30
00011 // 5'd3
01001 // 5'd9
10011 // 5'd19
11010 // 5'd26
11001 // 5'd25
10010 // 5'd18
10101 // 5'd21
11011 // 5'd27
00011 // 5'd3
01100 // 5'd12
01000 // 5'd8
01010 // 5'd10
11110 // 5'd30
00101 // 5'd5
11100 // 5'd28
10100 // 5'd20
10101 // 5'd21
10111 // 5'd23
10111 // 5'd23
11110 // 5'd30
00010 // 5'd2
01110 // 5'd14
00001 // 5'd1
10110 // 5'd22
11001 // 5'd25
10010 // 5'd18
11111 // 5'd31
00111 // 5'd7
11010 // 5'd26
01111 // 5'd15
11001 // 5'd25
01111 // 5'd15
01010 // 5'd10
01100 // 5'd12
01111 // 5'd15
10110 // 5'd22
10101 // 5'd21
01111 // 5'd15
11001 // 5'd25
11010 // 5'd26
10100 // 5'd20
01100 // 5'd12
11100 // 5'd28
01000 // 5'd8
00011 // 5'd3
10111 // 5'd23
11000 // 5'd24
11100 // 5'd28
11000 // 5'd24
11110 // 5'd30
11110 // 5'd30
11111 // 5'd31
10001 // 5'd17
11011 // 5'd27
11100 // 5'd28
11101 // 5'd29
11000 // 5'd24
11110 // 5'd30
11010 // 5'd26
11101 // 5'd29
11010 // 5'd26
11111 // 5'd31
01100 // 5'd12
00110 // 5'd6
11010 // 5'd26
10011 // 5'd19
11110 // 5'd30
01000 // 5'd8
10110 // 5'd22
11101 // 5'd29
10100 // 5'd20
01010 // 5'd10
10000 // 5'd16
10011 // 5'd19
11100 // 5'd28
10010 // 5'd18
01010 // 5'd10
11100 // 5'd28
11001 // 5'd25
10011 // 5'd19
10010 // 5'd18
01010 // 5'd10
11111 // 5'd31
01111 // 5'd15
10110 // 5'd22
01111 // 5'd15
11000 // 5'd24
00100 // 5'd4
10110 // 5'd22
11011 // 5'd27
11001 // 5'd25
11000 // 5'd24
00100 // 5'd4
11011 // 5'd27
00100 // 5'd4
10110 // 5'd22
10010 // 5'd18
01101 // 5'd13
11001 // 5'd25
11010 // 5'd26
10011 // 5'd19
00101 // 5'd5
10011 // 5'd19
10111 // 5'd23
00111 // 5'd7
01001 // 5'd9
11111 // 5'd31
01111 // 5'd15
11010 // 5'd26
10011 // 5'd19
11010 // 5'd26
11110 // 5'd30
10101 // 5'd21
10100 // 5'd20
10101 // 5'd21
11110 // 5'd30
11100 // 5'd28
10110 // 5'd22
01010 // 5'd10
01011 // 5'd11
10011 // 5'd19
10111 // 5'd23
00110 // 5'd6
01100 // 5'd12
11110 // 5'd30
11101 // 5'd29
11110 // 5'd30
00111 // 5'd7
10010 // 5'd18
10011 // 5'd19
10110 // 5'd22
01011 // 5'd11
10010 // 5'd18
01010 // 5'd10
11111 // 5'd31
10111 // 5'd23
10111 // 5'd23
11111 // 5'd31
01110 // 5'd14
11101 // 5'd29
11100 // 5'd28
11010 // 5'd26
00010 // 5'd2
01100 // 5'd12
01010 // 5'd10
10100 // 5'd20
00101 // 5'd5
01100 // 5'd12
11011 // 5'd27
01000 // 5'd8
11111 // 5'd31
10011 // 5'd19
01000 // 5'd8
10111 // 5'd23
10010 // 5'd18
01110 // 5'd14
10011 // 5'd19
11010 // 5'd26
11010 // 5'd26
10000 // 5'd16
11000 // 5'd24
10111 // 5'd23
00101 // 5'd5
10101 // 5'd21
00101 // 5'd5
00010 // 5'd2
01011 // 5'd11
01110 // 5'd14
11000 // 5'd24
00101 // 5'd5
01110 // 5'd14
11111 // 5'd31
11100 // 5'd28
10001 // 5'd17
01111 // 5'd15
11010 // 5'd26
01100 // 5'd12
11111 // 5'd31
10010 // 5'd18
11000 // 5'd24
10110 // 5'd22
11010 // 5'd26
11011 // 5'd27
10100 // 5'd20
11000 // 5'd24
10000 // 5'd16
11001 // 5'd25
10001 // 5'd17
10011 // 5'd19
01010 // 5'd10
11111 // 5'd31
10100 // 5'd20
11100 // 5'd28
11111 // 5'd31
10101 // 5'd21
11001 // 5'd25
00010 // 5'd2
11001 // 5'd25
01011 // 5'd11
11011 // 5'd27
11111 // 5'd31
10000 // 5'd16
01100 // 5'd12
00010 // 5'd2
11101 // 5'd29
10110 // 5'd22
01110 // 5'd14
11111 // 5'd31
10111 // 5'd23
10101 // 5'd21
11100 // 5'd28
00010 // 5'd2
01111 // 5'd15
01010 // 5'd10
00111 // 5'd7
00101 // 5'd5
11100 // 5'd28
00011 // 5'd3
11110 // 5'd30
10110 // 5'd22
00001 // 5'd1
11011 // 5'd27
01111 // 5'd15
11010 // 5'd26
00111 // 5'd7
11001 // 5'd25
01000 // 5'd8
11111 // 5'd31
11110 // 5'd30
10010 // 5'd18
11101 // 5'd29
10100 // 5'd20
11001 // 5'd25
10010 // 5'd18
11101 // 5'd29
10000 // 5'd16
11111 // 5'd31
00111 // 5'd7
10111 // 5'd23
01010 // 5'd10
11100 // 5'd28
10110 // 5'd22
11110 // 5'd30
01101 // 5'd13
11010 // 5'd26
11001 // 5'd25
01100 // 5'd12
11101 // 5'd29
10100 // 5'd20
10101 // 5'd21
10101 // 5'd21
10110 // 5'd22
11011 // 5'd27
00010 // 5'd2
10110 // 5'd22
10010 // 5'd18
10110 // 5'd22
11100 // 5'd28
01010 // 5'd10
11001 // 5'd25
10000 // 5'd16
01110 // 5'd14
00110 // 5'd6
11010 // 5'd26
10110 // 5'd22
11111 // 5'd31
01111 // 5'd15
10000 // 5'd16
01001 // 5'd9
10101 // 5'd21
10011 // 5'd19
11001 // 5'd25
11111 // 5'd31
11000 // 5'd24
10011 // 5'd19
01110 // 5'd14
00101 // 5'd5
00111 // 5'd7
10110 // 5'd22
11110 // 5'd30
10100 // 5'd20
11100 // 5'd28
00111 // 5'd7
10110 // 5'd22
11010 // 5'd26
01110 // 5'd14
11101 // 5'd29
01101 // 5'd13
10011 // 5'd19
10101 // 5'd21
01100 // 5'd12
01111 // 5'd15
01101 // 5'd13
01011 // 5'd11
01001 // 5'd9
11000 // 5'd24
01000 // 5'd8
11110 // 5'd30
11101 // 5'd29
01001 // 5'd9
01000 // 5'd8
01000 // 5'd8
01000 // 5'd8
01110 // 5'd14
11010 // 5'd26
10100 // 5'd20
11010 // 5'd26
11111 // 5'd31
11011 // 5'd27
01101 // 5'd13
01010 // 5'd10
01110 // 5'd14
01011 // 5'd11
00100 // 5'd4
10101 // 5'd21
00111 // 5'd7
10000 // 5'd16
10011 // 5'd19
00010 // 5'd2
11100 // 5'd28
11011 // 5'd27
00011 // 5'd3
00110 // 5'd6
10011 // 5'd19
10110 // 5'd22
11000 // 5'd24
00111 // 5'd7
11110 // 5'd30
10000 // 5'd16
00010 // 5'd2
00110 // 5'd6
01011 // 5'd11
11100 // 5'd28
00010 // 5'd2
01100 // 5'd12
10100 // 5'd20
11010 // 5'd26
11001 // 5'd25
01010 // 5'd10
01001 // 5'd9
11101 // 5'd29
10011 // 5'd19
10000 // 5'd16
10111 // 5'd23
00100 // 5'd4
11100 // 5'd28
00001 // 5'd1
00110 // 5'd6
01001 // 5'd9
00010 // 5'd2
10110 // 5'd22
00001 // 5'd1
01111 // 5'd15
10011 // 5'd19
01001 // 5'd9
11101 // 5'd29
10010 // 5'd18
01100 // 5'd12
10110 // 5'd22
10010 // 5'd18
11000 // 5'd24
11001 // 5'd25
01000 // 5'd8
00111 // 5'd7
01100 // 5'd12
10111 // 5'd23
00100 // 5'd4
01110 // 5'd14
10111 // 5'd23
11001 // 5'd25
11101 // 5'd29
11101 // 5'd29
10100 // 5'd20
11001 // 5'd25
11000 // 5'd24
10100 // 5'd20
10111 // 5'd23
00111 // 5'd7
11001 // 5'd25
11111 // 5'd31
01111 // 5'd15
10101 // 5'd21
11011 // 5'd27
11110 // 5'd30
00100 // 5'd4
10110 // 5'd22
00101 // 5'd5
10000 // 5'd16
01110 // 5'd14
11001 // 5'd25
10001 // 5'd17
10101 // 5'd21
01111 // 5'd15
01011 // 5'd11
01001 // 5'd9
11111 // 5'd31
01001 // 5'd9
11001 // 5'd25
10000 // 5'd16
01010 // 5'd10
10100 // 5'd20
00001 // 5'd1
11101 // 5'd29
11101 // 5'd29
11010 // 5'd26
11101 // 5'd29
10110 // 5'd22
11001 // 5'd25
10110 // 5'd22
00111 // 5'd7
11001 // 5'd25
00001 // 5'd1
01110 // 5'd14
11011 // 5'd27
10100 // 5'd20
10111 // 5'd23
11110 // 5'd30
01011 // 5'd11
11000 // 5'd24
11100 // 5'd28
01110 // 5'd14
10001 // 5'd17
01111 // 5'd15
00110 // 5'd6
00001 // 5'd1
00010 // 5'd2
10011 // 5'd19
01110 // 5'd14
00011 // 5'd3
01001 // 5'd9
00011 // 5'd3
10111 // 5'd23
01011 // 5'd11
01100 // 5'd12
01011 // 5'd11
01100 // 5'd12
01100 // 5'd12
01111 // 5'd15
11001 // 5'd25
10110 // 5'd22
11011 // 5'd27
10000 // 5'd16
11011 // 5'd27
01111 // 5'd15
10100 // 5'd20
10010 // 5'd18
10001 // 5'd17
01101 // 5'd13
11101 // 5'd29
10011 // 5'd19
11100 // 5'd28
01110 // 5'd14
01101 // 5'd13
10010 // 5'd18
10011 // 5'd19
10000 // 5'd16
11000 // 5'd24
10101 // 5'd21
01011 // 5'd11
00101 // 5'd5
11010 // 5'd26
00011 // 5'd3
10111 // 5'd23
01011 // 5'd11
10010 // 5'd18
10101 // 5'd21
10101 // 5'd21
10110 // 5'd22
00011 // 5'd3
10100 // 5'd20
11100 // 5'd28
01010 // 5'd10
10111 // 5'd23
01100 // 5'd12
10011 // 5'd19
11101 // 5'd29
11110 // 5'd30
10111 // 5'd23
11011 // 5'd27
10110 // 5'd22
10010 // 5'd18
00011 // 5'd3
01111 // 5'd15
10101 // 5'd21
01101 // 5'd13
11101 // 5'd29
01100 // 5'd12
11110 // 5'd30
00001 // 5'd1
01110 // 5'd14
10110 // 5'd22
10110 // 5'd22
10000 // 5'd16
11000 // 5'd24
11001 // 5'd25
01011 // 5'd11
10010 // 5'd18
11011 // 5'd27
10000 // 5'd16
11011 // 5'd27
10110 // 5'd22
10000 // 5'd16
00001 // 5'd1
11101 // 5'd29
00010 // 5'd2
11110 // 5'd30
00110 // 5'd6
01110 // 5'd14
01001 // 5'd9
00100 // 5'd4
10000 // 5'd16
01000 // 5'd8
10010 // 5'd18
10001 // 5'd17
01110 // 5'd14
01100 // 5'd12
01100 // 5'd12
01001 // 5'd9
00110 // 5'd6
00001 // 5'd1
11000 // 5'd24
10000 // 5'd16
10111 // 5'd23
11000 // 5'd24
01001 // 5'd9
00111 // 5'd7
00010 // 5'd2
01110 // 5'd14
10110 // 5'd22
11111 // 5'd31
10011 // 5'd19
01110 // 5'd14
00100 // 5'd4
01100 // 5'd12
11000 // 5'd24
11101 // 5'd29
10110 // 5'd22
11111 // 5'd31
00100 // 5'd4
10101 // 5'd21
10010 // 5'd18
00111 // 5'd7
01101 // 5'd13
01100 // 5'd12
01100 // 5'd12
10000 // 5'd16
11010 // 5'd26
01011 // 5'd11
10000 // 5'd16
10000 // 5'd16
11011 // 5'd27
01111 // 5'd15
01000 // 5'd8
11000 // 5'd24
01001 // 5'd9
10001 // 5'd17
10001 // 5'd17
11100 // 5'd28
11110 // 5'd30
00010 // 5'd2
11111 // 5'd31
10100 // 5'd20
00011 // 5'd3
01110 // 5'd14
11000 // 5'd24
11101 // 5'd29
10100 // 5'd20
11110 // 5'd30
11000 // 5'd24
10001 // 5'd17
11011 // 5'd27
11010 // 5'd26
11000 // 5'd24
10100 // 5'd20
01101 // 5'd13
11011 // 5'd27
00011 // 5'd3
11110 // 5'd30
01101 // 5'd13
10001 // 5'd17
11101 // 5'd29
10101 // 5'd21
10111 // 5'd23
10010 // 5'd18
01111 // 5'd15
10001 // 5'd17
01001 // 5'd9
11100 // 5'd28
11110 // 5'd30
11001 // 5'd25
11111 // 5'd31
10001 // 5'd17
00100 // 5'd4
10101 // 5'd21
11011 // 5'd27
11110 // 5'd30
01010 // 5'd10
11001 // 5'd25
01110 // 5'd14
10010 // 5'd18
10111 // 5'd23
00011 // 5'd3
11001 // 5'd25
00110 // 5'd6
10001 // 5'd17
11101 // 5'd29
11111 // 5'd31
11111 // 5'd31
01010 // 5'd10
11000 // 5'd24
11011 // 5'd27
10101 // 5'd21
10010 // 5'd18
11110 // 5'd30
11011 // 5'd27
11000 // 5'd24
10110 // 5'd22
01000 // 5'd8
00010 // 5'd2
01111 // 5'd15
00110 // 5'd6
01110 // 5'd14
10101 // 5'd21
11111 // 5'd31
11101 // 5'd29
00110 // 5'd6
11001 // 5'd25
00100 // 5'd4
11100 // 5'd28
11111 // 5'd31
11000 // 5'd24
10111 // 5'd23
10111 // 5'd23
11010 // 5'd26
01011 // 5'd11
00101 // 5'd5
10101 // 5'd21
11010 // 5'd26
10101 // 5'd21
00101 // 5'd5
01100 // 5'd12
11111 // 5'd31
01001 // 5'd9
11011 // 5'd27
00101 // 5'd5
00011 // 5'd3
10111 // 5'd23
01100 // 5'd12
01100 // 5'd12
